person_id,activity,interest,early_joined,joined_later,contact_ids
19,-0.049925910986252896,0.61970196548247891,0,1,3|7|10|33|52|76|90|167|207|404|532|598|700
20,-0.18486236354526056,0.33987536119270378,1,,4|5|7|23|73|121|140|145|230|298|418|456|471|500|552|737|841|916
21,-0.68092954440394138,0.31604787064428624,0,1,0|4|7|69|164|190|293|435|766|849|892|959|998
22,1.2225413386740303,0.40982845732869266,1,,8|12|16|27|31|34|45|68|71|92|93|122|148|161|167|178|230|284|323|333|335|359|361|392|393|398|502|573|613|626|704|747|770|816|857|889|999
23,-0.15452948206880215,0.61613466800223826,0,1,5|10|20|57|76|137|149|221|311|312|507|571|600|707|921|963
24,-0.42832782216310722,-2.107953341777443,0,0,5|6|10|39|137|208
25,-0.35213355048822959,-0.36443825226446119,1,,0|4|7|26|36|45|47|60|65|82|84|104|115|121|224|263|289|321|354|379|415|720|745|788|812|898|953|996
26,0.53230918555334872,-2.180210064489474,0,1,6|9|25|28|36|73|88|136|147|175|248|301|341|351|380|408|463|514|541|547|551|589|621|779
27,0.36544406436407834,0.036059926797795412,0,0,3|14|22|37|38|80|189|288|295|388|420|491|537|815
28,0.4127326115959884,-0.0046329722243453201,1,,6|16|26|242|317|495|566|611|686|795|827|866|901|945|999
29,0.43082100300788273,1.0455322747896802,0,0,3|4|12|42|63|70|101|117|123|141|147|414|579|590|607|667|892
30,2.1416476008704612,1.1876343927211208,0,1,4|7|14|32|54|131|143|205|206|228|257|265|307|315|316|423|486|554|783|829
31,-0.40641501638461558,0.20277504825236733,1,,1|5|22|67|84|100|184|222|223|234|271|480|533|574
32,-0.51224272907153734,-0.50036107739689983,0,1,1|14|30|258|378|465|617|676|696|870|914|954
33,-0.81377272824787772,0.48516111254573785,0,1,5|7|19|55|145|153|207|234|297|306|339|385|434|435|546|562|685|940
34,0.61597942257549565,-0.52791763732431352,0,1,3|4|22|35|37|40|52|63|64|102|136|139|141|152|186|193|195|214|219|253|273|274|320|325|353|387|395|497|532|541|589|623|679|763|767|824|911|918
35,1.1289722927208916,-0.001392651443348899,0,1,8|13|34|156|363|660
36,-0.11394745765487507,0.98613631696076776,0,1,3|25|26|42|313|328|514|877
37,-0.84015647696252804,-0.55777134598942357,0,0,4|27|34|78|108|125|131|244|321|449|614
38,-0.82448121569123956,0.80567863924250094,0,0,4|5|27|124|139|460|512|585|630|632|727|961
39,0.65059278782470109,0.67740136869230239,0,0,6|8|24|41|79|239|564|802
40,0.74325417120344228,-0.95479181713082151,0,0,6|10|34|152|817
41,0.54315426830519498,0.97389412821740096,0,1,0|7|39|49|65|155|199|223|300|389|396|410|535|567|672|744|925|931|943
42,-0.6655097072886943,0.69856634537150508,0,1,9|29|36|81|110|175|342|411|477|585|709|984
43,0.23216132306671977,0.10192588737265744,0,1,0|1|6|59|109|156|239|282|487|513|583|645|678|860
44,0.11668580914072822,-0.76232345802765222,0,0,3|5|7|54|110|116|467
45,0.21868859672901295,-0.85920601857557,0,1,6|22|25|50|89|126|127|140|165|176|177|189|290|299|336|380|400|483|530|637|659|663|686|707|776
46,0.87142877794818985,-0.53766257690302244,1,,3|6|12|72|92|142|152|177|220|318|338|401|566|626|888
47,0.22359554877468227,0.54259446329196004,0,1,1|12|25|108|130|162|377|384|439|471|473|531|587|717|722|903|977
48,0.67891356307189488,-0.95562516740139791,0,0,10|14|16|87|149|196|372|484|583|891|957
49,0.067579069488891461,0.43751224861986993,1,,0|7|41|60|73|389|451|561|634|791|869|876|897
50,0.28911939868998415,-1.2417555288783926,0,1,3|12|45|157|158|226|369|390|417|423|440|506|511|708|887|929
51,0.63128822583854038,-0.20406858443884895,0,0,1|6|12|75|96|116|120|128|226|277|330|413|541|608|900
52,-1.4571558198556664,0.10964775457400863,0,0,4|19|34|692|828|923|956
53,-0.31967121635730134,2.4451301450589167,0,1,0|10|16|97|132|303|329|561|565|827
54,-0.47037265429279551,-1.3773156555203674,0,1,0|30|44|61|118|227|303|386|453|488|598|671
55,-0.63887784824334193,1.4720145664901334,0,0,4|12|33|138|242|266|607
56,-0.27514225122668373,0.14984241398728004,0,1,4|5|7|70|99|107|108|111|112|166|205|221|243|299|316|362|364|376|382|398|402|423|428|461|492|543|648|653|673|694|760|770|772|790|828|850|917|980
57,1.4949413112343959,0.41117191801596314,1,,6|9|23|386|780
58,-0.86583111569324323,0.11834791338820451,1,,4|7|8|82|239|274|386|430|435|473|507|514|547|591|610|645|753|930
59,0.96827835459148082,0.44472681819523302,0,1,13|14|43|129|146|161|248|331|632|939
60,-1.6828697716158048,-0.15368510436201774,0,1,10|25|49|184|197|277|333|468|512|578|596|704
61,-0.33488502998577485,1.4540501814574582,0,1,8|16|54|62|124|165|179|458|522|735
62,0.16275306510500559,-0.4564711442247224,1,,0|4|61|115|153|158|420|689
63,0.58622233135927815,1.1322345721792477,0,0,10|29|34
64,0.71122657979285497,-0.64436712021302289,0,1,6|7|34|75|315|390|416|425|568|574|662|748|771|780|872|931|992
65,0.79334723519992523,-0.060251846401286953,0,1,3|25|41|298|447|507|639|733
66,-0.34872507224843757,-1.0719625522902192,0,0,6|10|16|363|485|601|658|808|974
67,-0.46235179266456716,0.45502372034751992,0,1,0|4|31|94|481|587
68,0.85797588125715385,1.4451259569265338,0,1,0|12|22|167|282|486|669|923
69,-0.19130432488161489,-0.077356179820854076,0,1,1|4|21|77|95|164|280|443|444|551|578|601|930
70,-1.2756863233379219,-0.19688569870390954,1,,1|29|56|109|187|240|242|327|338|439|443|476|501|647|661
71,-1.1332872140034806,-1.1146169630679268,0,1,5|8|22|77|103|166|170|236|273|297|361|381|391|451|463|571|720|774|801|838|858|905|962|995
72,-0.91945228600161133,-0.2292926535523081,0,1,4|5|46|772
73,0.49716074405376404,-1.5927942597215277,0,1,20|26|49|210|238|314|335|492|576|682|763|901|963
74,0.14242573607056525,-0.91287798671882725,0,0,0|4|7|106|124|181|264|290|309|398|653|820|830
75,0.69048535406776823,0.22678604610913541,0,1,3|51|64|132|183|406|994
76,-0.42725264633653426,1.3190131977413961,0,1,6|19|23|81|85|285|429|469|472|479|495|496|617|711|799|874
77,0.15853969107671423,2.809210861229503,0,1,6|69|71|117|193|216|306|325|481|482|619|709
78,0.62559039396733673,-0.58658508507090068,0,1,3|4|37|90|237|273|409|519|544|577|658|663|736|806|866
79,-0.3093465397202384,1.43530015664544,0,1,5|13|39|187|205|230|328|545|968
80,0.45677523755741145,0.2437524804016479,0,1,5|8|27|96|135|217|243|289|438|461|518|547|564|776|878
81,-0.66192594106665126,-0.15124764674637586,0,1,3|42|76|89|153|203|206|228|281|332|351|394|422|472|488|538|548|587|621|638|687|794|869|908|909|912|958
82,-0.36305384656507178,0.43259445172615218,0,1,7|25|58|324|433
83,-0.38173789399832908,0.061916483679959181,0,0,5|6|8|825
84,-1.1958396455890397,0.11039572561221853,0,0,4|25|31|202|316|365|508|527|749|932|941
85,0.48697248078558181,-0.4083331628266692,0,1,4|5|76|92|107|244|252|311|361|479|483|490|693|808|948|949
86,-0.46940234020272387,-1.3981096597988507,0,1,3|5|7|188|258
87,0.01249411872768743,-1.5436252025220816,1,,7|14|48|305|515|849
88,0.48074665890590895,0.65324488328122698,1,,8|18|26|100|280|296|450|535|668|760
89,0.44653117602994408,-0.27670009008571339,0,0,15|45|81|102|159|460
90,0.66538510897278624,-0.59608889965616663,0,1,11|19|78
91,-0.098485484509423613,0.008505626723153567,0,1,5|6|18|170|225|250|286|370|439|455|487|642|723|756|835|952
92,-0.42329831204415375,0.79493225291562752,0,1,22|46|85|416|457|490|729|741
93,-0.079718210906399051,0.18036394302639819,0,0,4|6|22|101|168|202|211|261|321|330|383
94,-1.6873344339580298,-0.65605493664096737,0,0,0|1|67|113|160|171|257|412|530|709|716|733|890|906
95,-1.4471124724230873,1.2262929556489497,1,,0|10|69|98|117|173|185|204|265|337|371|417|421|433|436|516|570|609|651|748|750|788|853|946
96,-1.3226996123544024,1.579185502981632,0,1,3|51|80|202|292|525|602|606|649
97,-0.99724682760148176,0.49455665532285331,0,0,12|13|53|120|125|172|201|227|539|579|652|826|917
98,0.3997742267234366,0.97366351134409013,1,,10|12|95|133|141|144|148|193|327|842|852|971
99,-0.90547905536006079,1.2419599968138111,0,0,6|12|56|185|220|288|291|322|359|506|592|844|920|932
100,-0.3781625540393897,1.1300993164045137,1,,11|31|88|181|203|399|505|570|758
101,1.2992282977860654,0.61409917711262363,0,1,12|29|93|105|334|368|454|706|836|922
102,-0.35626397106142593,0.59834704707488284,1,,16|34|89|106|166|293|551|622|649|691|749|774|834|872|968
103,0.73751556846708655,0.51966057334650262,1,,0|14|71|178|421|453|550|638|642|702|731|742|935
104,-0.93361768000987699,-1.0973376745470436,0,1,5|11|25|164|214|308|975
105,-0.20543755786763002,0.70072315685958575,0,1,5|9|101|176|180|245|575|591|678|728|819|891
106,-0.95002205491058123,-1.355813971126554,0,1,16|74|102|181|254|304|336|379|478|625|651|887|907|986
107,-0.33903307590056248,-0.79459945512505492,0,1,6|56|85|275|280|332|366|480|713|824
108,0.84030813745739552,1.3035650678080875,1,,37|47|56|142|176|186|494|606|610|619|834|864
109,-1.7273204231923487,0.84022016269419753,0,0,10|43|70|859
110,0.43442364354585733,1.4873982896858626,1,,7|42|44|282|402|699|740|813|914|961
111,0.23773560233227789,-0.27167438368729224,0,0,4|7|56|130
112,-0.59414995569679441,-1.1522488412767675,0,1,3|10|56|182|287|350|602|879|893|939
113,-1.4460578543884546,-0.24043719707034283,0,0,4|15|94|263|283|377|428|474|489|614|618|629|650|662|745|811|864|915
114,0.072129507713869515,0.10203129724057421,0,1,6|10|15|118|225|226|254|858|942
115,-0.52949270906380241,0.078988716340009688,0,0,14|25|62|155|175|198|209|278|354|355|635|689|698|837|840|851|969
116,0.23267621135470395,1.1336804787567016,0,0,16|44|51|119|140|265|298|392|821|959
117,0.021852145523442879,-0.36127042500344553,0,1,29|77|95|204|218|262|286|287|288|326|343|358|365|387|475|546|548|718|739|799|807|865|898|921
118,1.6017788913209154,0.35203447180292424,0,1,6|54|114|160
119,-0.23935562747302427,-0.98862714943460606,1,,3|6|116
120,-1.023497492621865,0.450317278043813,0,1,0|51|97|134|190|199|579|605|729|752|781
121,0.17927563495631615,0.003108550185636745,1,,16|20|25|247|459|531
122,0.21999668397176517,-0.74981333828451746,0,1,4|13|22|150|346|397|418|518|529|628|722|773|860
123,1.3591875752404365,-0.23582936217485281,0,1,1|7|29|169|450|555|616
124,0.83511124591457853,-0.18417574651522164,0,0,38|61|74
125,0.35687105914950934,-0.27015512933709618,0,1,4|37|97|172|397|764
126,1.4633028912195618,1.7713412422676835,0,1,7|16|45|251|347|504|578
127,-1.1887630543228509,-0.098446002307879629,0,1,11|18|45|999
128,-0.63975153274974772,-0.24389611017733773,0,1,4|12|51|146|173|214|237|276|596
129,-0.92657594140552491,-2.0974509576101417,0,1,1|10|59|131|173|241|294|357|468
130,-0.38980980315576796,-0.89420735197947732,0,0,4|47|111|142|208|670|742|966
131,-1.3766861475563088,-0.26307342445635284,0,0,30|37|129|376|573|609|624|656|703|712|854|934|989
132,0.63515094681440432,-0.68585267617664281,1,,7|53|75|212|309|413|446|558|621|654
133,-0.22222269709877338,1.3817075933777969,0,1,4|8|98|207|392
134,-1.4708062945026579,-0.16493777539621862,1,,6|15|120|158|189|215|220|378|517|801|957
135,-1.0155790812075416,1.2884442493182524,0,1,4|16|80|211|218
136,0.31351384745019528,0.061704634050368024,1,,12|26|34|146|211|250|313|329|462|540|602|934
137,0.83812656789438111,0.037227836421576635,1,,0|23|24|552|893|929
138,1.9967308916917865,-0.088796447712500948,0,1,3|9|55|154|198|310|405|431|560|796
139,2.9138624660073296,0.0037962516214591325,0,1,6|34|38|144|147|301|525|820|877
140,0.41440943327599639,1.7187950030498593,0,1,20|45|116|171|890
141,-0.98953812003186414,-2.3196107267512183,0,0,29|34|98|180|269|359
142,-2.1320462807313092,-2.0015457444386788,0,1,46|108|130|524
143,0.2677114623438358,-0.54317083105611386,0,0,6|12|30
144,-0.81294109531032599,0.014527881937568883,1,,5|98|139|208|210
145,-0.41535726017968533,0.69010442476401235,0,1,5|20|33
146,-0.61209679905980807,0.47308719802747518,0,1,59|128|136|160|179|228
147,-0.14079088641638526,-0.3842459128805702,0,0,26|29|139|447|755
148,1.0659802307876436,1.0190436932417624,0,1,12|22|98|198|411
149,0.15704856744534462,1.0301954031527309,0,0,14|23|48|151|182|478|508|769|832
150,-0.1586348370386883,0.18405783127156553,1,,7|12|122|157|251|582|734|915|944
151,-1.0356537528258116,0.96265757248684125,0,0,5|9|149|154|217|253|254|256|633
152,-1.674682944704357,0.2726452634321288,0,1,34|40|46|162|209|334|341|380|412|453|523|789|818|846|904
153,-0.48630790907333088,-0.56148302678288364,0,0,33|62|81|183|523|867
154,-0.053782550818320493,0.69781683900000469,0,1,12|138|151|640
155,1.7679299135798829,0.11061312257867771,0,1,0|41|115|272|425|729|884
156,0.13027452147288585,0.0013398467544869291,1,,8|35|43|168|200|259|260|285|309|319|330|356|462|613|725|785|836
157,0.98273951102305757,1.4729535721895743,1,,14|50|150|279|323|606|624|653|715
158,-0.49929559853915206,-2.4508721285400865,0,0,50|62|134|196|479|520
159,-1.1849437664170246,-1.4176841701595697,0,1,3|5|89|252
160,-0.96511676223237186,-1.1870704263743701,0,0,94|118|146|171|224|249|329|458|738
161,-0.72522606453575322,-0.36326064756880561,0,1,7|22|59|182|194|196|236|246|256|260|399|597|864|941|946|983
162,2.1284697324351645,-0.25460816976603012,0,1,7|47|152|219|335|429|521|622|652|867|974
163,-0.82138667922438613,-1.5073256477730475,0,0,9|10|16|229|644|717
164,0.83848920373634495,-0.98515803231082633,0,0,21|69|104|184|235|276|407|459|671|719|880
165,-0.90292717808702638,-0.86084167852357019,1,,0|45|61|213|271|661
166,0.9315730128742441,2.4574240920758919,0,0,56|71|102
167,0.38495096610586316,1.8017419477471466,1,,19|22|68|680|697
168,-0.15663789765809041,-0.41174941768464929,0,1,13|93|156|217|725|881|904
169,-0.040762526135434025,-0.36358329030679892,1,,6|10|123|216|269|395|408
170,-0.65478769542939042,-1.1492039971882941,0,0,0|71|91|272|295|301|857
171,0.44607220148208054,-1.9081304132252668,0,0,94|140|160|191|262|338
172,-0.45498348034078001,-0.11688018640852403,1,,10|97|125|694|736
173,-1.2256057637672482,-0.99785198324402569,1,,95|128|129|337|372|404|631|741
174,-1.2779375743196193,-0.084850531662009773,0,0,1|11|12
175,0.17258791772211948,-1.6002058490434774,0,0,26|42|115|249|699
176,1.5790912564104349,-0.76197445831025779,0,0,45|105|108|882
177,0.15999161357343825,0.14862709530283086,0,0,15|45|46|552|655
178,-0.11863832610988256,0.36620959778393741,0,0,6|22|103|185|776
179,0.28582613960254288,0.41747195874201454,1,,7|61|146|194|895
180,1.3060017417068248,-1.3204889841570373,0,1,0|105|141|201
181,0.21938250136385634,0.85468573013556171,0,1,74|100|106|427|754|822
182,-0.41092723083373717,-0.80021169660185032,0,0,112|149|161
183,1.1062887100598888,0.63285791460730645,0,1,15|75|153|385|426|690
184,0.42875643846161349,-0.010638676618193147,0,0,31|60|164|247|879
185,1.535755991995992,-1.3763874990779479,0,1,95|99|178|283|501|769
186,0.18323443722190613,-0.31619770458118795,0,1,5|34|108|215|255|285|345|740
187,-1.2244690317205003,0.36536374206376759,0,0,0|70|79|876
188,-1.368159199245665,0.61296538047459903,1,,6|18|86|328|462|515
189,1.6509279322312496,-0.14098789744441861,1,,27|45|134|366|502|778|839
190,1.7236657207832971,1.5317788906010528,1,,5|21|120|278|472|563|713|822|863|945
191,-0.17951921328260065,1.0075107709865589,0,0,5|6|171|276|293|352|370|543|597|799
192,-0.38318732113598775,-0.25665411639975283,0,0,4|6|10|266|269|347|726
193,1.4614442922422022,0.75012181213694451,0,1,34|77|98|197|312|441|448|783
194,-1.107045682043488,1.9337934851881868,0,0,4|161|179|843
195,-0.8947270189558264,1.960484600783027,0,0,7|8|34|222|236|604
196,0.64332679468904441,-1.2279998808224974,0,0,48|158|161|589
197,-0.3946051228595896,-0.92653311115715065,0,1,4|60|193|260|620|636|708|887
198,-0.0051218667200712961,1.4849187867338509,0,0,115|138|148|296|322|519|567|650|820|898
199,-0.16344289852451258,-1.0582810508376372,0,1,6|41|120|212|241|302|352|360|659|671|711|717|739|778|831|979
200,0.33757454879893356,-1.322541133291679,0,1,0|6|156|240|526|537|605|612|795
201,1.4074818613137168,-0.48619413069904688,0,0,7|97|180|275|667
202,0.090584906901745546,0.42022670947458574,0,1,84|93|96|812
203,0.64393879327685788,-0.10239670661109637,0,1,12|81|100|311|819|897
204,-2.0501721010310225,-0.65056362040559212,0,1,8|95|117|408|409|595|607|793
205,-0.048718401930117949,-0.67421246172450899,0,1,30|56|79|319
206,-0.84323027029287112,-0.71233706441270872,0,1,12|30|81|287|372|388|450|554|558|670|685|865|906
207,-1.218813060423628,-0.87950962865894255,0,0,19|33|133|245|862
208,-0.87815236692875076,2.2816328772760617,0,1,24|130|144|215|233|362|466|525|588|600|610|625|660
209,-0.33412344070081207,0.29751107118555492,1,,18|115|152|238|307|319|563|796
210,0.91590254235601309,0.88675905440473857,0,1,5|73|144|434
211,-1.326392717739564,-0.48907746811892372,1,,93|135|136|737
212,0.030631492594417446,-0.18595667718604886,0,0,9|132|199
213,-0.48416943333357848,-0.71355398137035497,0,1,0|1|165|414|503|522|603|681|743|750|793|996|998
214,-0.32767309436196085,-2.6517083349192019,0,0,34|104|128|312|544|565|593|886
215,1.0027578253046041,-1.3780092768478662,0,0,134|186|208|510
216,0.53811543700392606,-1.8106186799803947,1,,4|77|169|314|535
217,1.3373981074427437,-2.2497837779516074,0,0,80|151|168|302|353|360|814|848|927
218,-0.15450567924990047,-1.1953589742981028,0,0,12|117|135|560|750|823
219,-0.69594261167070304,1.3249556793816308,0,0,14|34|162|252|416|476
220,-0.22385881688049952,-0.044436167704354421,0,1,46|99|134|294|482|646|761
221,0.24249679127122159,1.2905637623211741,0,0,4|23|56
222,0.17657335845371103,0.41098257690087531,0,0,4|31|195|376|470|803|809
223,-1.0843880722333665,0.78255882571515922,0,1,14|31|41|354|560|905|938|993
224,0.090489781627874216,-0.90089699530457512,1,,4|25|160|231|261|474|539|784|836|980
225,0.22822833013890514,0.52395095419267079,0,1,7|91|114
226,2.5174740375339204,0.72871423407434588,0,0,50|51|114|431|527|983
227,1.8768446112816701,-0.57664729223369293,1,,7|54|97|737|863|907
228,-0.85324335055882006,0.55954037061616635,1,,30|81|146|248|326|726
229,-0.2873833615491761,0.56618775857483294,1,,0|9|163|275|374|381|675|683|689|742|761
230,-1.4634420018370031,-0.54955262113008285,0,1,20|22|79|349|449|493|565|591|674|703|769
231,-0.59070701396348646,-1.122768432270995,0,0,7|9|224|235|648
232,0.31560500359034049,-1.1841283318982723,0,0,7|13|16|611|940
233,1.2058536208882336,0.086505541921461787,1,,8|9|208|584|635|909
234,-0.72908383774360852,0.32700986878931482,0,0,3|31|33|503|545|829
235,-0.65414644006779654,-0.79252583045791447,0,0,9|164|231|509|712|782|792
236,-2.1472890297386549,0.02658534132609864,0,0,71|161|195|245|743|942|969
237,-0.16266592054490767,0.57053703613848539,0,0,10|78|128|323|562
238,-1.0624144118595631,0.61819071466530084,0,1,9|73|209|243|270|284|374|396|403|488|519|673|721
239,-0.52943942736607374,1.5518801201224885,0,0,39|43|58
240,-0.87686077816758823,1.2769808321980434,0,1,11|70|200|244|349|569|724|859|972
241,-0.094262554252556988,-1.0012914327565441,1,,3|129|199|336|388|549|593|641|695
242,-1.7577283913566313,1.6835862095380225,0,1,28|55|70|279|322|504|549|713|839
243,-1.4670452453909906,-0.53097650455571477,0,0,56|80|238|412|669|684|787
244,2.1292471120282981,1.0448728124544275,0,1,37|85|240|291|532
245,-1.287422581274031,0.06798662605108885,1,,105|207|236|271|740
246,-1.0967855784546396,-0.41214937845696759,0,1,5|10|161|679|829|880|987
247,1.836913528321314,-1.8076968597749328,0,1,14|121|184|394|445|457|536|955|957|977
248,2.9050671692404069,-0.17156451021634819,0,1,26|59|228|268|876
249,-1.1715666288253417,-1.559383235305609,0,0,6|160|175|357
250,-0.36824895678803055,0.96729923584277233,0,0,5|91|136|443|568|603
251,0.34155555094050954,1.516792657139248,0,1,8|126|150|618|687
252,1.7286976444055924,-0.79691098929669024,0,0,85|159|219|257|419|424|763|837
253,-0.98685707842823744,0.30197074251927114,0,0,4|34|151|340|444|496|556
254,-0.24527784594210975,-0.72539152200797541,0,0,106|114|151|427|567
255,0.77733757606174403,-0.62848473013678963,1,,1|10|186|313|353|427|441|447|463|477|498|510|638|646|722|849
256,0.43476607446661863,0.77449470386537134,0,0,13|151|161|283|428|992
257,-0.37615607123009925,-0.038538261843412511,0,0,30|94|252|278|582|678|884
258,-0.13382296451604114,1.7396480419310116,0,0,4|32|86|333|394|483|645|755
259,-1.3748958083699818,-0.48223247870292102,0,0,5|12|156|295|508|918
260,-0.23817374397466523,0.99933633247448916,0,0,156|161|197|375
261,-0.26638749000895512,0.097413412957781984,0,0,7|93|224|270
262,0.23216988962625595,0.79577800974423318,0,0,12|117|171|529|615|878
263,-0.55532721881901603,-0.44715765732994672,0,0,6|25|113|306|628|692
264,0.471538522545139,-0.049558837551582711,1,,3|5|74|368
265,1.0127158178198286,-0.11549887929893475,1,,30|95|116|406|804|934
266,0.15542932766846604,-0.83605711484578715,0,1,12|55|192|379|588|644|839|929
267,0.35175640839920347,0.66208153458175267,0,1,5|7|12|308
268,0.053155347577867364,0.65024900557836418,0,1,5|14|248|772|976|979
269,8.4393091414180428e-05,0.59355469490556667,0,0,141|169|192|675
270,-0.72155803354284742,1.5369656539176446,0,0,4|238|261|594|935
271,0.31649426167330802,1.4493448012363035,0,1,31|165|245|325|367
272,-0.097286598413489467,-0.37494468984913537,0,0,8|155|170|307|523|882
273,2.0931683089305948,0.37305231843417824,0,1,34|71|78|332|494|643|927|982
274,1.5733549024752425,-0.62360068925821266,1,,3|34|58|445|779
275,0.3858465525565008,0.023355316114555456,0,0,107|201|229
276,-0.76305720969476754,-0.59974944911886474,0,0,128|164|191|506
277,-1.1124114719834179,1.6200703091360511,0,0,12|51|60
278,1.1911429530888651,0.36369815034296282,0,0,115|190|257|355|815
279,0.2627492251471385,-0.21802912810442213,0,1,1|157|242|304|538|623|833
280,0.48014340339161082,1.193618571856377,1,,69|88|107|913
281,-1.7445859869741926,-2.1706154097954116,0,0,5|6|81|349|363|433|440|537|628|751
282,0.92743848155818076,-2.0141025948652898,0,1,43|68|110|384
283,0.45442033821436295,0.79583865521977393,0,0,113|185|256|300
284,-1.110430684414478,0.060468448117368061,0,0,10|22|238
285,-0.47152480744994896,0.25044630026076065,0,1,76|156|186|517|978
286,0.26371720435651957,-1.3263961033185487,0,1,13|91|117|366|417|481
287,0.052466798356243627,-0.023233710850366202,1,,112|117|206
288,-0.292171185803555,2.003509410401342,0,0,27|99|117|629
289,-0.10348826806596086,0.82419961979586287,0,1,4|25|80|509|661
290,-0.25197737820688537,0.16970654514281211,0,0,6|45|74|746
291,0.15256251210246857,-0.43905391010493766,1,,7|99|244|490|658|973
292,1.471491972993157,-0.39457285186939384,0,1,12|18|96|404
293,-2.5666584409312976,-2.1291978892000176,0,0,21|102|191
294,-0.23685026450968424,0.25764042092116057,0,0,3|129|220
295,0.17651242137244696,0.84548310848185393,0,0,27|170|259|498|718|943
296,0.2959939896870995,-1.5756193271706151,0,0,5|88|198|310|344|476|478|528|572|627|765|806
297,-0.37191458132128985,-0.661416892306816,0,0,9|33|71|486|580
298,-1.7567217824785826,-1.1574646322334221,0,0,20|65|116
299,0.32799548371410964,-0.96535119480876352,0,0,9|45|56|894
